id_cliente,data_venda,valor_premio,meses_ativo,flag_utilizacao,data_liberacao_credito,tipo_credito,delta_minutos,target_auditoria
10523,2025-04-29 13:47:00,200.0,8,1,2025-04-29 13:00:00,Crédito Pessoal,47.0,Alfa
10524,2025-01-28 10:24:00,200.0,11,0,2025-01-28 10:00:00,CDC,24.0,Alfa
10525,2025-03-05 09:00:00,150.0,10,0,2025-02-08 09:00:00,CDC,36000.0,Beta
10526,2025-09-30 15:23:00,200.0,3,0,2025-09-30 15:00:00,Antecipação Saque Aniversário,23.0,Alfa
10527,2025-03-27 10:42:00,200.0,9,0,2025-03-27 10:00:00,Consignado,42.0,Alfa
10528,2025-06-03 12:00:00,150.0,7,0,2025-05-06 12:00:00,Antecipação Saque Aniversário,40320.0,Beta
10529,2025-01-25 09:24:00,200.0,11,0,2025-01-25 09:00:00,Antecipação Saque Aniversário,24.0,Alfa
10530,2025-02-03 12:00:00,250.0,11,0,2025-01-13 12:00:00,CDC,30240.0,Beta
10531,2025-01-26 12:00:00,150.0,11,0,2025-01-25 12:00:00,Consignado,1440.0,Alfa
10532,2025-03-08 09:47:00,200.0,9,1,,,,Gama
10533,2025-04-19 10:07:00,200.0,8,0,2025-04-19 10:00:00,CDC,7.0,Alfa
10534,2025-04-21 12:39:00,200.0,8,0,2025-04-21 12:00:00,Crédito Pessoal,39.0,Alfa
10535,2025-04-21 14:50:00,200.0,8,0,2025-04-21 14:00:00,Crédito Pessoal,50.0,Alfa
10536,2025-02-03 15:44:00,200.0,11,0,2025-02-03 15:00:00,Consignado,44.0,Alfa
10537,2025-09-21 16:28:00,200.0,3,1,2025-09-21 16:00:00,Antecipação Saque Aniversário,28.0,Alfa
10538,2025-08-24 11:47:00,200.0,4,0,,,,Gama
10539,2025-02-27 09:00:00,250.0,10,0,2025-02-11 09:00:00,Crédito Pessoal,23040.0,Beta
10540,2025-04-18 14:00:00,150.0,8,0,2025-04-11 14:00:00,CDC,10080.0,Beta
10541,2025-06-29 10:42:00,200.0,6,0,2025-06-29 10:00:00,Crédito Pessoal,42.0,Alfa
10542,2025-11-16 10:51:00,200.0,1,0,2025-11-16 10:00:00,CDC,51.0,Alfa
10543,2025-11-11 13:42:00,200.0,1,1,2025-11-11 13:00:00,CDC,42.0,Alfa
10544,2025-08-17 09:25:00,200.0,4,0,2025-08-17 09:00:00,Consignado,25.0,Alfa
10545,2025-10-16 13:16:00,200.0,2,0,2025-10-16 13:00:00,Crédito Pessoal,16.0,Alfa
10546,2025-05-30 13:04:00,200.0,7,0,2025-05-30 13:00:00,Antecipação Saque Aniversário,4.0,Alfa
10547,2025-07-17 14:21:00,200.0,5,0,2025-07-17 14:00:00,Crédito Pessoal,21.0,Alfa
10548,2025-08-28 00:00:00,300.0,4,0,2025-04-22 12:00:00,Crédito Pessoal,183600.0,Beta
10549,2025-12-16 11:37:00,200.0,1,0,2025-12-16 11:00:00,Antecipação Saque Aniversário,37.0,Alfa
10550,2025-11-16 14:00:00,250.0,1,0,2025-11-14 14:00:00,Consignado,2880.0,Beta
10551,2025-04-05 16:40:00,200.0,9,0,2025-04-05 16:00:00,Crédito Pessoal,40.0,Alfa
10552,2025-11-09 09:00:00,150.0,1,0,2025-11-07 09:00:00,Crédito Pessoal,2880.0,Beta
10553,2025-09-04 11:10:00,200.0,3,0,2025-09-04 11:00:00,CDC,10.0,Alfa
10554,2025-08-31 15:37:00,200.0,4,0,2025-08-31 15:00:00,Crédito Pessoal,37.0,Alfa
10555,2025-02-09 13:06:00,200.0,10,0,2025-02-09 13:00:00,Antecipação Saque Aniversário,6.0,Alfa
10556,2025-02-24 16:00:00,250.0,10,0,2025-02-05 16:00:00,CDC,27360.0,Beta
10557,2025-08-11 14:33:00,200.0,4,0,2025-08-11 14:00:00,Consignado,33.0,Alfa
10558,2025-11-18 12:17:00,200.0,1,0,2025-11-18 12:00:00,CDC,17.0,Alfa
10559,2025-04-08 00:00:00,150.0,8,0,2025-08-08 11:00:00,Antecipação Saque Aniversário,-176340.0,Alfa
10560,2025-01-04 15:07:00,200.0,12,0,2025-01-04 15:00:00,Antecipação Saque Aniversário,7.0,Alfa
10561,2025-08-30 00:00:00,150.0,4,0,2025-05-14 14:00:00,CDC,154680.0,Beta
10562,2025-04-04 16:46:00,200.0,9,0,2025-04-04 16:00:00,Consignado,46.0,Alfa
10563,2025-03-03 09:11:00,200.0,10,0,2025-03-03 09:00:00,CDC,11.0,Alfa
10564,2025-07-13 15:35:00,200.0,5,0,2025-07-13 15:00:00,Consignado,35.0,Alfa
10565,2025-07-22 16:54:00,200.0,5,0,2025-07-22 16:00:00,CDC,54.0,Alfa
10566,2025-01-26 11:34:00,200.0,11,0,2025-01-26 11:00:00,Antecipação Saque Aniversário,34.0,Alfa
10567,2025-07-09 12:00:00,150.0,5,0,2025-06-22 12:00:00,Crédito Pessoal,24480.0,Beta
10568,2025-05-13 14:16:00,200.0,7,0,2025-05-13 14:00:00,Crédito Pessoal,16.0,Alfa
10569,2025-04-28 12:49:00,200.0,8,0,2025-04-28 12:00:00,Consignado,49.0,Alfa
10570,2025-10-02 12:21:00,200.0,3,0,2025-10-02 12:00:00,Consignado,21.0,Alfa
10571,2025-08-13 12:51:00,200.0,4,0,2025-08-13 12:00:00,Consignado,51.0,Alfa
10572,2025-04-23 12:57:00,200.0,8,0,2025-04-23 12:00:00,Antecipação Saque Aniversário,57.0,Alfa
10573,2025-02-16 09:09:00,200.0,10,0,,,,Gama
10574,2025-03-31 14:12:00,200.0,9,0,2025-03-31 14:00:00,Antecipação Saque Aniversário,12.0,Alfa
10575,2025-11-16 14:25:00,200.0,1,0,2025-11-16 14:00:00,Crédito Pessoal,25.0,Alfa
10576,2025-10-20 14:39:00,200.0,2,0,2025-10-20 14:00:00,Consignado,39.0,Alfa
10577,2025-05-19 15:56:00,200.0,7,0,2025-05-19 15:00:00,CDC,56.0,Alfa
10578,2025-12-22 13:04:00,200.0,1,0,,,,Gama
10579,2025-09-16 09:35:00,200.0,3,0,2025-09-16 09:00:00,Crédito Pessoal,35.0,Alfa
10580,2025-06-27 16:43:00,200.0,6,0,2025-06-27 16:00:00,Crédito Pessoal,43.0,Alfa
10581,2025-01-17 13:00:00,250.0,11,0,2025-01-10 13:00:00,Antecipação Saque Aniversário,10080.0,Beta
10582,2025-05-18 12:58:00,200.0,7,0,2025-05-18 12:00:00,Consignado,58.0,Alfa
10583,2025-01-13 16:12:00,200.0,11,1,2025-01-13 16:00:00,Crédito Pessoal,12.0,Alfa
10584,2025-05-10 12:39:00,200.0,7,0,2025-05-10 12:00:00,Consignado,39.0,Alfa
10585,2025-08-20 00:00:00,150.0,4,0,2025-11-17 15:00:00,Antecipação Saque Aniversário,-129060.0,Alfa
10586,2025-05-04 09:00:00,150.0,8,0,2025-04-11 09:00:00,Crédito Pessoal,33120.0,Beta
10587,2025-09-30 09:17:00,200.0,3,0,2025-09-30 09:00:00,Antecipação Saque Aniversário,17.0,Alfa
10588,2025-02-07 15:50:00,200.0,10,0,2025-02-07 15:00:00,Antecipação Saque Aniversário,50.0,Alfa
10589,2025-04-04 15:31:00,200.0,9,0,2025-04-04 15:00:00,Consignado,31.0,Alfa
10590,2025-11-01 13:42:00,200.0,2,0,2025-11-01 13:00:00,Crédito Pessoal,42.0,Alfa
10591,2025-11-14 12:08:00,200.0,1,0,2025-11-14 12:00:00,Antecipação Saque Aniversário,8.0,Alfa
10592,2025-08-24 10:25:00,200.0,4,0,2025-08-24 10:00:00,Crédito Pessoal,25.0,Alfa
10593,2025-11-30 13:31:00,200.0,1,0,2025-11-30 13:00:00,Consignado,31.0,Alfa
10594,2025-05-17 10:54:00,200.0,7,0,2025-05-17 10:00:00,Antecipação Saque Aniversário,54.0,Alfa
10595,2025-03-17 11:25:00,200.0,9,0,2025-03-17 11:00:00,Consignado,25.0,Alfa
10596,2025-02-11 09:00:00,250.0,10,0,2025-02-04 09:00:00,Crédito Pessoal,10080.0,Beta
10597,2025-06-16 00:00:00,150.0,6,0,2025-10-23 16:00:00,Crédito Pessoal,-186720.0,Alfa
10598,2025-03-01 16:08:00,200.0,10,0,2025-03-01 16:00:00,Consignado,8.0,Alfa
10599,2025-12-15 16:46:00,200.0,1,0,2025-12-15 16:00:00,CDC,46.0,Alfa
10600,2025-09-24 09:46:00,200.0,3,0,2025-09-24 09:00:00,Antecipação Saque Aniversário,46.0,Alfa
10601,2025-08-17 14:23:00,200.0,4,0,2025-08-17 14:00:00,Crédito Pessoal,23.0,Alfa
10602,2025-11-12 14:59:00,200.0,1,0,2025-11-12 14:00:00,Crédito Pessoal,59.0,Alfa
10603,2025-10-18 13:16:00,200.0,2,0,2025-10-18 13:00:00,Antecipação Saque Aniversário,16.0,Alfa
10604,2025-07-08 13:00:00,250.0,5,0,2025-06-14 13:00:00,Consignado,34560.0,Beta
10605,2025-12-05 11:41:00,200.0,1,0,2025-12-05 11:00:00,Consignado,41.0,Alfa
10606,2025-03-19 10:12:00,200.0,9,0,2025-03-19 10:00:00,Consignado,12.0,Alfa
10607,2025-03-03 12:39:00,200.0,10,0,2025-03-03 12:00:00,CDC,39.0,Alfa
10608,2025-03-30 13:25:00,200.0,9,0,2025-03-30 13:00:00,CDC,25.0,Alfa
10609,2025-02-11 09:06:00,200.0,10,0,2025-02-11 09:00:00,Crédito Pessoal,6.0,Alfa
10610,2025-10-23 16:35:00,200.0,2,0,2025-10-23 16:00:00,Consignado,35.0,Alfa
10611,2025-10-22 16:57:00,200.0,2,0,,,,Gama
10612,2025-01-22 16:00:00,150.0,11,0,2025-01-14 16:00:00,Crédito Pessoal,11520.0,Beta
10613,2025-06-28 13:22:00,200.0,6,0,2025-06-28 13:00:00,Antecipação Saque Aniversário,22.0,Alfa
10614,2025-12-19 15:57:00,200.0,1,0,2025-12-19 15:00:00,Crédito Pessoal,57.0,Alfa
10615,2025-03-04 15:59:00,200.0,10,0,2025-03-04 15:00:00,CDC,59.0,Alfa
10616,2025-06-02 09:58:00,200.0,7,0,2025-06-02 09:00:00,Crédito Pessoal,58.0,Alfa
10617,2025-08-13 15:46:00,200.0,4,0,2025-08-13 15:00:00,CDC,46.0,Alfa
10618,2025-11-05 16:20:00,200.0,1,0,2025-11-05 16:00:00,Crédito Pessoal,20.0,Alfa
10619,2025-04-14 11:50:00,200.0,8,0,2025-04-14 11:00:00,Consignado,50.0,Alfa
10620,2025-02-08 11:33:00,200.0,10,0,2025-02-08 11:00:00,Antecipação Saque Aniversário,33.0,Alfa
10621,2025-07-17 14:34:00,200.0,5,0,2025-07-17 14:00:00,Consignado,34.0,Alfa
10622,2025-03-08 15:54:00,200.0,9,0,2025-03-08 15:00:00,Crédito Pessoal,54.0,Alfa
10623,2025-07-05 16:00:00,250.0,5,0,2025-06-28 16:00:00,Crédito Pessoal,10080.0,Beta
10624,2025-02-11 16:38:00,200.0,10,0,2025-02-11 16:00:00,Crédito Pessoal,38.0,Alfa
10625,2025-05-08 00:00:00,300.0,7,0,2025-01-15 15:00:00,CDC,161820.0,Beta
10626,2025-06-06 09:20:00,200.0,6,0,2025-06-06 09:00:00,Antecipação Saque Aniversário,20.0,Alfa
10627,2025-09-15 11:00:00,150.0,3,0,2025-08-19 11:00:00,Antecipação Saque Aniversário,38880.0,Beta
10628,2025-06-29 14:00:00,250.0,6,0,2025-06-06 14:00:00,Crédito Pessoal,33120.0,Beta
10629,2025-04-07 13:59:00,200.0,8,0,2025-04-07 13:00:00,Crédito Pessoal,59.0,Alfa
10630,2025-10-16 14:36:00,200.0,2,0,2025-10-16 14:00:00,CDC,36.0,Alfa
10631,2025-07-15 14:54:00,200.0,5,0,,,,Gama
10632,2025-11-18 10:03:00,200.0,1,0,2025-11-18 10:00:00,Consignado,3.0,Alfa
10633,2025-01-05 11:19:00,200.0,12,0,2025-01-05 11:00:00,Antecipação Saque Aniversário,19.0,Alfa
10634,2025-11-26 09:48:00,200.0,1,0,2025-11-26 09:00:00,CDC,48.0,Alfa
10635,2025-04-28 14:39:00,200.0,8,0,2025-04-28 14:00:00,Crédito Pessoal,39.0,Alfa
10636,2025-06-08 15:45:00,200.0,6,0,2025-06-08 15:00:00,Antecipação Saque Aniversário,45.0,Alfa
10637,2025-08-16 13:01:00,200.0,4,0,2025-08-16 13:00:00,CDC,1.0,Alfa
10638,2025-08-04 12:52:00,200.0,4,0,2025-08-04 12:00:00,Consignado,52.0,Alfa
10639,2025-07-03 15:42:00,200.0,6,0,2025-07-03 15:00:00,CDC,42.0,Alfa
10640,2025-06-06 16:33:00,200.0,6,0,2025-06-06 16:00:00,Consignado,33.0,Alfa
10641,2025-09-27 13:00:00,250.0,3,0,2025-09-18 13:00:00,CDC,12960.0,Beta
10642,2025-02-16 12:28:00,200.0,10,0,2025-02-16 12:00:00,Antecipação Saque Aniversário,28.0,Alfa
10643,2025-12-08 13:00:00,150.0,1,0,2025-11-28 13:00:00,Consignado,14400.0,Beta
10644,2025-05-10 11:12:00,200.0,7,0,2025-05-10 11:00:00,Antecipação Saque Aniversário,12.0,Alfa
10645,2025-04-05 11:29:00,200.0,9,0,2025-04-05 11:00:00,Antecipação Saque Aniversário,29.0,Alfa
10646,2025-09-02 12:00:00,150.0,4,0,2025-08-31 12:00:00,Consignado,2880.0,Beta
10647,2025-10-19 10:39:00,200.0,2,0,2025-10-19 10:00:00,Consignado,39.0,Alfa
10648,2025-10-26 11:16:00,200.0,2,0,2025-10-26 11:00:00,Crédito Pessoal,16.0,Alfa
10649,2025-03-31 12:00:00,250.0,9,0,2025-03-10 12:00:00,Crédito Pessoal,30240.0,Beta
10650,2025-01-11 14:08:00,200.0,11,0,2025-01-11 14:00:00,Crédito Pessoal,8.0,Alfa
10651,2025-11-26 16:11:00,200.0,1,0,2025-11-26 16:00:00,Antecipação Saque Aniversário,11.0,Alfa
10652,2025-02-07 14:07:00,200.0,10,0,2025-02-07 14:00:00,Antecipação Saque Aniversário,7.0,Alfa
10653,2025-07-30 15:00:00,150.0,5,0,2025-07-19 15:00:00,Crédito Pessoal,15840.0,Beta
10654,2025-10-30 10:04:00,200.0,2,0,2025-10-30 10:00:00,Antecipação Saque Aniversário,4.0,Alfa
10655,2025-11-03 11:00:00,150.0,1,0,2025-10-29 11:00:00,Antecipação Saque Aniversário,7200.0,Beta
10656,2025-08-06 13:25:00,200.0,4,0,2025-08-06 13:00:00,Consignado,25.0,Alfa
10657,2025-04-14 14:06:00,200.0,8,0,2025-04-14 14:00:00,Consignado,6.0,Alfa
10658,2025-07-29 09:33:00,200.0,5,0,2025-07-29 09:00:00,Antecipação Saque Aniversário,33.0,Alfa
10659,2025-04-21 16:01:00,200.0,8,1,2025-04-21 16:00:00,Crédito Pessoal,1.0,Alfa
10660,2025-11-12 11:14:00,200.0,1,0,2025-11-12 11:00:00,CDC,14.0,Alfa
10661,2025-12-22 16:46:00,200.0,1,0,2025-12-22 16:00:00,Crédito Pessoal,46.0,Alfa
10662,2025-11-05 00:00:00,150.0,1,0,2025-11-20 13:00:00,CDC,-22380.0,Alfa
10663,2025-10-20 16:55:00,200.0,2,0,2025-10-20 16:00:00,Crédito Pessoal,55.0,Alfa
10664,2025-05-07 10:06:00,200.0,7,0,,,,Gama
10665,2025-04-02 15:37:00,200.0,9,0,2025-04-02 15:00:00,Antecipação Saque Aniversário,37.0,Alfa
10666,2025-02-20 13:39:00,200.0,10,1,2025-02-20 13:00:00,Antecipação Saque Aniversário,39.0,Alfa
10667,2025-10-23 09:36:00,200.0,2,0,2025-10-23 09:00:00,Consignado,36.0,Alfa
10668,2025-08-26 00:00:00,150.0,4,0,2025-08-02 11:00:00,CDC,33900.0,Beta
10669,2025-09-14 14:25:00,200.0,3,0,2025-09-14 14:00:00,CDC,25.0,Alfa
10670,2025-05-03 13:00:00,250.0,8,0,2025-04-11 13:00:00,CDC,31680.0,Beta
10671,2025-12-12 14:49:00,200.0,1,0,2025-12-12 14:00:00,Consignado,49.0,Alfa
10672,2025-07-01 15:26:00,200.0,6,0,2025-07-01 15:00:00,CDC,26.0,Alfa
10673,2025-11-09 09:14:00,200.0,1,0,2025-11-09 09:00:00,Consignado,14.0,Alfa
10674,2025-11-15 14:49:00,200.0,1,0,2025-11-15 14:00:00,Crédito Pessoal,49.0,Alfa
10675,2025-02-24 11:14:00,200.0,10,0,2025-02-24 11:00:00,Crédito Pessoal,14.0,Alfa
10676,2025-05-29 15:43:00,200.0,7,0,2025-05-29 15:00:00,Consignado,43.0,Alfa
10677,2025-11-05 09:57:00,200.0,1,0,2025-11-05 09:00:00,Antecipação Saque Aniversário,57.0,Alfa
10678,2025-07-21 12:57:00,200.0,5,0,2025-07-21 12:00:00,Crédito Pessoal,57.0,Alfa
10679,2025-11-09 13:43:00,200.0,1,0,2025-11-09 13:00:00,CDC,43.0,Alfa
10680,2025-06-15 09:00:00,150.0,6,0,2025-06-03 09:00:00,Consignado,17280.0,Beta
10681,2025-10-18 15:57:00,200.0,2,0,2025-10-18 15:00:00,CDC,57.0,Alfa
10682,2025-09-01 09:06:00,200.0,4,0,2025-09-01 09:00:00,CDC,6.0,Alfa
10683,2025-03-31 11:25:00,200.0,9,0,2025-03-31 11:00:00,Antecipação Saque Aniversário,25.0,Alfa
10684,2025-10-21 10:51:00,200.0,2,0,2025-10-21 10:00:00,CDC,51.0,Alfa
10685,2025-07-29 11:06:00,200.0,5,0,2025-07-29 11:00:00,Antecipação Saque Aniversário,6.0,Alfa
10686,2025-12-13 09:46:00,200.0,1,0,2025-12-13 09:00:00,Crédito Pessoal,46.0,Alfa
10687,2025-05-19 11:00:00,250.0,7,0,2025-05-08 11:00:00,Consignado,15840.0,Beta
10688,2025-12-30 11:11:00,200.0,1,0,2025-12-30 11:00:00,CDC,11.0,Alfa
10689,2025-06-28 14:13:00,200.0,6,0,2025-06-28 14:00:00,Consignado,13.0,Alfa
10690,2025-06-01 09:24:00,200.0,7,0,2025-06-01 09:00:00,CDC,24.0,Alfa
10691,2025-06-29 14:41:00,200.0,6,0,2025-06-29 14:00:00,Consignado,41.0,Alfa
10692,2025-12-10 09:15:00,200.0,1,0,2025-12-10 09:00:00,CDC,15.0,Alfa
10693,2025-06-26 13:03:00,200.0,6,0,2025-06-26 13:00:00,CDC,3.0,Alfa
10694,2025-03-04 11:45:00,200.0,10,0,2025-03-04 11:00:00,CDC,45.0,Alfa
10695,2025-06-14 10:00:00,150.0,6,0,2025-05-30 10:00:00,CDC,21600.0,Beta
10696,2025-06-05 10:18:00,200.0,6,0,2025-06-05 10:00:00,CDC,18.0,Alfa
10697,2025-02-18 15:02:00,200.0,10,0,2025-02-18 15:00:00,CDC,2.0,Alfa
10698,2025-12-03 12:26:00,200.0,1,0,2025-12-03 12:00:00,CDC,26.0,Alfa
10699,2025-12-27 09:05:00,200.0,1,0,2025-12-27 09:00:00,CDC,5.0,Alfa
10700,2025-05-28 14:01:00,200.0,7,0,2025-05-28 14:00:00,CDC,1.0,Alfa
10701,2025-12-08 12:23:00,200.0,1,0,2025-12-08 12:00:00,Consignado,23.0,Alfa
10702,2025-03-04 13:12:00,200.0,10,0,2025-03-04 13:00:00,Antecipação Saque Aniversário,12.0,Alfa
10703,2025-12-26 09:30:00,200.0,1,0,2025-12-26 09:00:00,CDC,30.0,Alfa
10704,2025-11-23 09:36:00,200.0,1,0,2025-11-23 09:00:00,Antecipação Saque Aniversário,36.0,Alfa
10705,2025-08-12 13:31:00,200.0,4,0,2025-08-12 13:00:00,CDC,31.0,Alfa
10706,2025-08-03 11:13:00,200.0,5,0,2025-08-03 11:00:00,CDC,13.0,Alfa
10707,2025-07-30 14:16:00,200.0,5,0,2025-07-30 14:00:00,Consignado,16.0,Alfa
10708,2025-02-12 14:00:00,150.0,10,1,2025-02-01 14:00:00,Crédito Pessoal,15840.0,Beta
10709,2025-10-12 09:17:00,200.0,2,1,2025-10-12 09:00:00,Crédito Pessoal,17.0,Alfa
10710,2025-10-13 16:28:00,200.0,2,0,2025-10-13 16:00:00,Consignado,28.0,Alfa
10711,2025-01-19 10:10:00,200.0,11,0,2025-01-19 10:00:00,Antecipação Saque Aniversário,10.0,Alfa
10712,2025-09-14 14:47:00,200.0,3,0,,,,Gama
10713,2025-06-24 10:42:00,200.0,6,0,2025-06-24 10:00:00,Consignado,42.0,Alfa
10714,2025-07-13 14:56:00,200.0,5,0,,,,Gama
10715,2025-04-23 10:17:00,200.0,8,0,2025-04-23 10:00:00,Crédito Pessoal,17.0,Alfa
10716,2025-08-10 14:52:00,200.0,4,0,2025-08-10 14:00:00,Antecipação Saque Aniversário,52.0,Alfa
10717,2025-11-15 12:46:00,200.0,1,0,2025-11-15 12:00:00,Consignado,46.0,Alfa
10718,2025-10-12 13:00:00,150.0,2,0,2025-09-21 13:00:00,CDC,30240.0,Beta
10719,2025-02-28 15:00:00,150.0,10,0,2025-02-24 15:00:00,Antecipação Saque Aniversário,5760.0,Beta
10720,2025-05-11 16:12:00,200.0,7,0,2025-05-11 16:00:00,Antecipação Saque Aniversário,12.0,Alfa
10721,2025-09-23 10:06:00,200.0,3,0,2025-09-23 10:00:00,Crédito Pessoal,6.0,Alfa
10722,2025-06-11 12:07:00,200.0,6,0,2025-06-11 12:00:00,Crédito Pessoal,7.0,Alfa
10723,2025-03-28 15:51:00,200.0,9,0,2025-03-28 15:00:00,CDC,51.0,Alfa
10724,2025-10-20 10:00:00,150.0,2,0,2025-10-15 10:00:00,Consignado,7200.0,Beta
10725,2025-12-15 16:08:00,200.0,1,0,2025-12-15 16:00:00,Crédito Pessoal,8.0,Alfa
10726,2025-10-13 00:00:00,450.0,2,0,2025-11-17 09:00:00,Crédito Pessoal,-50940.0,Alfa
10727,2025-09-04 11:57:00,200.0,3,0,2025-09-04 11:00:00,Antecipação Saque Aniversário,57.0,Alfa
10728,2025-09-12 13:37:00,200.0,3,0,2025-09-12 13:00:00,Crédito Pessoal,37.0,Alfa
10729,2025-12-12 14:00:00,150.0,1,0,2025-11-24 14:00:00,Crédito Pessoal,25920.0,Beta
10730,2025-09-07 15:00:00,250.0,3,0,2025-09-06 15:00:00,Crédito Pessoal,1440.0,Alfa
10731,2025-08-17 11:57:00,200.0,4,0,2025-08-17 11:00:00,Crédito Pessoal,57.0,Alfa
10732,2025-02-20 09:42:00,200.0,10,0,2025-02-20 09:00:00,Antecipação Saque Aniversário,42.0,Alfa
10733,2025-04-02 15:15:00,200.0,9,0,2025-04-02 15:00:00,CDC,15.0,Alfa
10734,2025-09-21 10:58:00,200.0,3,0,2025-09-21 10:00:00,CDC,58.0,Alfa
10735,2025-10-18 16:07:00,200.0,2,0,2025-10-18 16:00:00,Consignado,7.0,Alfa
10736,2025-04-15 00:00:00,300.0,8,0,2025-03-29 14:00:00,Crédito Pessoal,23640.0,Beta
10737,2025-03-01 00:00:00,150.0,10,0,2025-10-15 16:00:00,Antecipação Saque Aniversário,-329280.0,Alfa
10738,2025-10-29 11:06:00,200.0,2,0,2025-10-29 11:00:00,Consignado,6.0,Alfa
10739,2025-03-03 00:00:00,150.0,10,0,2025-06-14 14:00:00,Consignado,-149160.0,Alfa
10740,2025-08-11 15:53:00,200.0,4,0,2025-08-11 15:00:00,CDC,53.0,Alfa
10741,2025-01-07 10:48:00,200.0,11,0,2025-01-07 10:00:00,Antecipação Saque Aniversário,48.0,Alfa
10742,2025-10-06 09:00:00,250.0,2,0,2025-09-20 09:00:00,Antecipação Saque Aniversário,23040.0,Beta
10743,2025-06-06 13:00:00,250.0,6,1,2025-05-31 13:00:00,Antecipação Saque Aniversário,8640.0,Beta
10744,2025-05-27 16:10:00,200.0,7,0,2025-05-27 16:00:00,CDC,10.0,Alfa
10745,2025-02-05 13:39:00,200.0,10,0,,,,Gama
10746,2025-07-07 10:20:00,200.0,5,0,2025-07-07 10:00:00,CDC,20.0,Alfa
10747,2025-01-30 09:00:00,250.0,11,0,2025-01-02 09:00:00,CDC,40320.0,Beta
10748,2025-10-30 13:10:00,200.0,2,0,2025-10-30 13:00:00,CDC,10.0,Alfa
10749,2025-01-11 10:01:00,200.0,11,0,2025-01-11 10:00:00,Crédito Pessoal,1.0,Alfa
10750,2025-07-14 15:28:00,200.0,5,0,2025-07-14 15:00:00,Crédito Pessoal,28.0,Alfa
10751,2025-04-29 12:43:00,200.0,8,0,2025-04-29 12:00:00,Antecipação Saque Aniversário,43.0,Alfa
10752,2025-01-20 13:14:00,200.0,11,0,2025-01-20 13:00:00,Consignado,14.0,Alfa
10753,2025-10-20 14:35:00,200.0,2,0,2025-10-20 14:00:00,Antecipação Saque Aniversário,35.0,Alfa
10754,2025-09-13 14:17:00,200.0,3,0,2025-09-13 14:00:00,Consignado,17.0,Alfa
10755,2025-08-14 13:21:00,200.0,4,0,,,,Gama
10756,2025-12-21 12:06:00,200.0,1,0,2025-12-21 12:00:00,Consignado,6.0,Alfa
10757,2025-12-08 12:20:00,200.0,1,0,2025-12-08 12:00:00,Antecipação Saque Aniversário,20.0,Alfa
10758,2025-10-07 09:01:00,200.0,2,0,2025-10-07 09:00:00,Antecipação Saque Aniversário,1.0,Alfa
10759,2025-08-15 14:00:00,150.0,4,0,2025-07-21 14:00:00,Consignado,36000.0,Beta
10760,2025-04-30 11:10:00,200.0,8,0,2025-04-30 11:00:00,Crédito Pessoal,10.0,Alfa
10761,2025-08-03 16:22:00,200.0,5,0,2025-08-03 16:00:00,CDC,22.0,Alfa
10762,2025-08-14 09:00:00,250.0,4,0,2025-08-12 09:00:00,CDC,2880.0,Beta
10763,2025-04-25 09:53:00,200.0,8,0,2025-04-25 09:00:00,Antecipação Saque Aniversário,53.0,Alfa
10764,2025-01-29 09:00:00,150.0,11,0,2025-01-14 09:00:00,Crédito Pessoal,21600.0,Beta
10765,2025-02-14 10:00:00,250.0,10,0,2025-02-09 10:00:00,Consignado,7200.0,Beta
10766,2025-08-25 09:11:00,200.0,4,0,2025-08-25 09:00:00,CDC,11.0,Alfa
10767,2025-10-04 00:00:00,300.0,2,0,2025-12-25 09:00:00,Crédito Pessoal,-118620.0,Alfa
10768,2025-09-03 14:26:00,200.0,3,0,2025-09-03 14:00:00,CDC,26.0,Alfa
10769,2025-08-23 14:31:00,200.0,4,0,2025-08-23 14:00:00,Crédito Pessoal,31.0,Alfa
10770,2025-01-04 10:06:00,200.0,12,0,2025-01-04 10:00:00,Crédito Pessoal,6.0,Alfa
10771,2025-01-29 13:48:00,200.0,11,0,2025-01-29 13:00:00,Antecipação Saque Aniversário,48.0,Alfa
10772,2025-04-08 15:51:00,200.0,8,1,2025-04-08 15:00:00,CDC,51.0,Alfa
10773,2025-10-20 11:11:00,200.0,2,0,2025-10-20 11:00:00,Consignado,11.0,Alfa
10774,2025-03-16 00:00:00,450.0,9,1,2025-11-22 10:00:00,Antecipação Saque Aniversário,-362040.0,Alfa
10775,2025-05-27 13:00:00,150.0,7,0,2025-05-08 13:00:00,Antecipação Saque Aniversário,27360.0,Beta
10776,2025-02-11 12:23:00,200.0,10,0,2025-02-11 12:00:00,Consignado,23.0,Alfa
10777,2025-02-10 14:02:00,200.0,10,0,2025-02-10 14:00:00,Antecipação Saque Aniversário,2.0,Alfa
10778,2025-06-18 00:00:00,150.0,6,0,2025-02-03 09:00:00,Crédito Pessoal,193860.0,Beta
10779,2025-06-14 09:34:00,200.0,6,0,2025-06-14 09:00:00,Crédito Pessoal,34.0,Alfa
10780,2025-03-17 15:02:00,200.0,9,0,2025-03-17 15:00:00,CDC,2.0,Alfa
10781,2025-04-27 10:58:00,200.0,8,0,2025-04-27 10:00:00,CDC,58.0,Alfa
10782,2025-12-08 13:41:00,200.0,1,0,2025-12-08 13:00:00,Consignado,41.0,Alfa
10783,2025-01-27 09:10:00,200.0,11,1,2025-01-27 09:00:00,CDC,10.0,Alfa
